,capHir1,SC,criGri1,chiLan1,PPEMM,oryAfe1,MM,HPGPNRMPCCSOT,CCO,ECFCMAOLPPEMM,HPGPNRMPC,HPGPNRMPCCSOTSJMCMMRHCCOOOSVCTOPBOCECFCMAOLPPEMMESC,camFer1,VCTOPBOC,lepWed1,macFas5,oviAri3,HPGPNRMPCCSO,TO,TOPBOC,papAnu2,mesAur1,AOL,loxAfr3,JMCMMR,ECFCMAOL,panHod1,otoGar3,dasNov3,LETCEO,CE,MAOL,OL,PBOC,bosTau8,pteVam1,rn6,odoRosDiv1,ochPri3,LE,FCMAOL,HCCO,HPGPNRMPCCSOTSJMCMMRHCCOOOSVCTOPBOCECFCMAOLPPEMMESCLETCEOD,chlSab2,CM,musFur1,ESC,susScr3,eriEur2,vicPac2,hg38,pteAle1,myoDav1,HPGP,RM,ponAbe2,SVCTOPBOCECFCMAOLPPEMM,SJMCMMRHCCOOO,RMP,CO,panTro4,cerSim1,triMan1,OO,conCri1,myoLuc2,LET,speTri2,cavPor3,gorGor3,BOC,HPG,MCMMR,CS,echTel2,felCat8,oryCun2,VC,HP,MR,equCab2,eptFus1,HPGPN,canFam3,sorAra2,hetGla2,nomLeu3,octDeg1,rheMac3,RMPC,HPGPNRMPCCS,turTru2,saiBol1,SVCTOPBOC,EMM,OC,SJMCMMR,MCM,LETCE,calJac3,SJMCMMRHCCO,eleEdw1,SVCTOPBOCECFCMAOLPPEMMESC,mm10,chrAsi1,jacJac1,CMAOL,ailMel1,LETCEOD,orcOrc1,EC,PP,HPGPNRMPCCSOTSJMCMMRHCCOOO,micOch1,tupChi1,y
chr12:95302195_95302296_+,0.69825625,0.42204598,0.608467,0.34762806,0.58143896,0.3542265,0.6241382,0.19154087,0.34460846,0.11952377,0.48550236,0.12561336,0.5745085999999999,0.14871539,0.12069282,0.43786737,0.308646,0.5081391,0.26201415,0.2686962,0.43385327,0.5968733,0.16598707,0.44327942,0.24079673,0.11952377,0.71136713,,0.1907504,0.20355368,0.2049554,0.16598707,0.16709495,0.43416417,,0.16069077,0.4922317,0.22366071,0.034404963,0.4402882000000001,0.1814165,0.34878615,0.4463214,0.43058544,0.65544444,0.18860617,0.28046337,0.24025466,0.007863823,0.69580626,0.48550236,0.6764111,0.6241382,0.48550236,0.43786737,0.50690114,0.1245788,0.12561336,0.43058544,0.37911132,0.49467415,0.58269584,0.15678145,0.05205875,0.5336922,0.65339124,0.60207295,0.74589694,0.08140126,0.48550236,0.43416417,0.48550236,0.68263793,0.48550236,0.14848655,0.0936911,0.13444512,0.6948107,0.48550236,0.5267185999999999,0.5486099,0.6255443,0.48550236,0.20096987,0.13096352,0.39763182,0.48550236,0.18099171,0.41702843,0.43058544,0.48550236,0.26201415,0.5923374,0.13713734,0.6241382,0.43546462,0.42025405,0.670092,0.20264517,0.48550236,0.42224637,,0.1245788,0.61058855,0.1821885,0.091366686,0.16598707,0.34795117,0.4463214,0.25858057,0.44427007,0.63698363,0.12561336,0.69872105,0.41239452,1
chr17:27850483_27850584_-,0.0309158,0.03194837,,,0.04628685,,0.012476256000000002,0.053453222,,0.049611025,0.06368807,0.04197608,,0.08069054,,0.043579478,0.08801084,0.07736437,0.0836586,0.081221886,0.061193,,0.014438878999999998,0.09148477,,0.049611025,0.12253857,,,,,0.016565027,,0.08314071599999999,0.069071434,,,,0.057499055,,0.014611578,,,0.043757748,,,0.033212196,,0.31409925,,0.08108372,0.031841565,,0.08081729,0.043757748,0.088470355,0.04871328,0.052902758,0.043757748,,0.08108372,0.04040506,,0.021823033999999998,0.031052172000000003,0.011549588000000001,,,,0.08108372,0.08314071599999999,0.08108372,,,,0.015545063999999999,0.014247791000000001,,0.08108372,,0.04567984,0.010124609,0.08081729,0.020227946,,,0.07183864,,0.05582163,0.043757748,0.12031199999999999,0.08251578,,0.04871328,0.021449062999999997,0.08314071599999999,,,,,,,0.04871328,,,,0.016532347,0.008049421999999999,,0.06525325,0.053199845999999995,0.03281461,0.040052227999999995,,,0
chr19:42433046_42433147_-,,0.057467625,0.07716997,0.01146396,0.063721135,,0.032028623,0.11162566,0.04818628,0.1250751,0.027746186000000003,0.11162566,0.0888255,0.060522415,0.115860604,0.032544042999999995,,0.11162566,0.062012248,0.057734205999999996,0.045131963,0.077660955,0.06517343,0.6496327,0.021089127000000003,0.1250751,,0.097150065,0.076804854,0.19795041,0.017023137,0.06517343,0.075594515,,,0.13559844,,0.11923129,0.011455883,0.36285502,0.26313326,0.014992037,0.19795041,0.048354674,0.072486445,0.07159362,0.040889133,0.049097682999999996,0.016636886,,0.025316332999999996,0.13559844,0.033968583,0.025366519,0.032544042999999995,0.025158485,0.1250751,0.06858702,0.032544042999999995,0.08258094,0.030046717999999997,0.30594309999999997,0.12583874,0.020715155,0.059441175,0.032028623,0.20153405,0.010336792,0.59013,0.025298325,,0.025366519,0.041442066,0.15222804,0.017497323000000002,0.038954447999999996,0.022907587000000004,0.0888255,0.025366519,0.042289235,0.10314751,0.044838324000000006,0.025366519,0.5294278,0.015816387,0.021142987999999998,0.025366519,0.04433748,0.032544042999999995,0.032544042999999995,0.15306045,0.077730045,0.04228126,0.060522415,0.029064412999999997,,0.039935507,0.034563392000000005,0.1925107,0.13885796,0.10199909,0.026482511,0.1250751,0.032891765,0.012536076,,0.3269641,0.06746799,0.19795041,0.062012248,0.2591881,0.13559844,0.11162566,0.031143732,0.016539203,0
chr17:3494233_3494334_+,,,,,,,,,,,0.010204636999999999,,,,,0.011846086,,,,,0.013147983,,,,,,,,,,,,,,,,,,,,,,,0.011415062,,,,,,,0.008519816999999999,,,0.00760611,0.011846086,0.008682551,,,0.011846086,,0.008519816999999999,,,,,,,,,0.0078048515,,0.00760611,,0.012552767,,,,,0.008519816999999999,,,,0.00760611,,,,0.00760611,,0.011846086,0.011437544,0.016024787,,0.025455573999999998,,,,,,,0.0142518645,,,,,,,,,,,,,,,,0
chr11:112063658_112063759_+,0.6623158,0.795058,0.5447206,0.7005102,0.6599688,0.3378447,0.48409837,0.6571748000000001,0.54231143,0.6599688,0.66892636,0.6348539000000001,0.5505591999999999,0.7350409000000001,0.66746986,0.22705561,0.6623158,0.5785611999999999,0.53357726,0.7127247,0.34852135,0.39646750000000003,0.6466443000000001,0.73772216,0.42284134,0.6599688,0.6623158,0.097038195,0.6918076999999999,0.636775,0.49243869999999995,0.6698172,0.65952647,0.70625466,0.6623158,0.63591444,0.020170571,0.45706990000000003,0.21402726,0.73772216,0.6486423000000001,0.6923541999999999,0.6048023,0.35275263,0.42956197,0.6607321,0.76588315,0.79013604,0.27872163,0.45470079999999996,0.7147125,0.643501,0.5014486,0.66892636,0.22705561,0.66892636,0.6599688,0.745863,0.34852135,0.7072851,0.71977836,0.6988371999999999,0.7677644,0.62914854,0.7911696,0.63327616,0.73060775,0.7433459,0.15348233,0.67372185,0.70625466,0.67372185,0.04543337,0.65903574,0.040425499999999996,0.77295005,0.6209800999999999,0.5701748000000001,0.71977836,0.11883214,0.6671566,0.5866618,0.66892636,0.6313352,0.7528983,0.73338956,0.66892636,0.6986245,0.22705561,0.35275263,0.66892636,0.51451546,0.6620914000000001,0.7285269,0.57868767,0.70625466,0.75547874,0.39336220000000005,0.6269312,0.26612702,0.7387623000000001,0.04477353,0.6599688,0.17942788,0.19292120000000001,0.019126186,0.64113975,0.5008281,0.6122303000000001,0.4383358,0.70447373,0.67456365,0.6486244000000001,0.4501567,0.05664297,1
chr17:76635740_76635841_-,,,,,0.72360927,,,0.24593009,,0.7217444000000001,0.5632988,0.23573490000000002,0.7606611999999999,0.66025114,0.3367881,0.4784621,,0.2361578,,,0.5385451,,0.14320539999999998,0.24489246,,0.7217444000000001,,0.19567688,,,,0.14281629999999998,0.6569879,,,0.26415405,,0.29870440000000004,,,0.6734427,,,0.55461955,,0.018716594,,,,0.56550395,0.6289928000000001,0.26668587,,0.6289928000000001,0.4784621,0.62259394,0.7217444000000001,0.038497932,0.5385451,,0.6289928000000001,0.08702295,,,,,,0.005792149,,0.6289928000000001,,0.6289928000000001,,0.69255316,,,,0.64933074,0.6289928000000001,,0.027254667000000003,,0.6289928000000001,0.034338757000000004,,,0.6095991999999999,,0.4784621,0.55461955,0.5996560000000001,,,0.63241965,,,0.16358222,,,0.690342,0.030298652000000002,,0.24848747,,,,0.6734427,0.009996351,,,0.37624029999999997,0.65657383,0.24593009,,,0
chr6:41927251_41927352_+,0.023894321,,,0.011273384,0.033510193,0.018167721,0.029154364,0.041276142,0.01613225,0.028263612,0.021733996000000002,0.041276142,0.0178165,0.014452708,0.01240441,0.02506851,0.022996673,0.03923603,0.015864765,0.013619335,0.026358767999999998,0.0068818214,0.01783674,0.01571524,0.009117734,0.028263612,0.02163963,0.054049272,0.089508176,0.016369799999999997,0.019219665,0.01783674,0.016618362,0.023894321,0.017086335,0.040821522,,0.017913518,0.025675585,0.01571524,0.023978759,0.015820174,0.019374045,0.02396853,0.006891314399999999,0.02283946,0.027797702999999997,,0.02120132,0.01877905,0.018437767,0.04395136,0.02433233,0.018437767,0.02506851,,0.026791773999999997,0.04396121,0.02506851,0.01317239,0.016170392,0.027522502,0.022684136,0.10789109,,0.029154364,0.020299956,0.024314462999999998,0.013608086,0.014087568,0.023894321,0.016170392,0.008477286,0.026170967000000003,0.020688256000000002,0.013625513,0.03361318,0.017772788,0.016170392,0.011137688500000001,0.026152475,0.036967367,0.018437767,0.050121177,,0.019923212,0.018437767,0.038272183,0.02506851,0.02506851,0.022248056000000002,0.01790738,0.05401321,0.01663578,0.05970522,0.023894321,0.01671441,0.0069121537,0.020250566,0.018448213,0.019446823999999998,0.03360251,0.026791773999999997,0.005126836,,0.009205759499999999,0.023978759,0.012088729,0.019374045,0.014140051,0.029701522999999997,0.04256802,0.041276142,0.014072456,0.0064948197,0
chr17:7339687_7339788_+,,,,,0.12655531,,,0.06763311,,0.15384232,0.18070115,0.08419476,0.057883922000000004,0.04628272,,0.15524781,,0.05890745,,,0.16458541,,,,,,,,,,,,,,,0.31534207,,,,,,0.066127025,,0.16794677,,,,0.048076655999999995,,0.05980588,0.20063612,0.20593412,,0.1992261,0.15524781,0.1868736,0.15384232,0.09494620599999999,0.16458541,,0.20063612,,,,,,,,,0.17849372,,0.20063612,,0.6893646999999999,,,,0.045961075,0.20063612,,,,0.1992261,,,0.08240341400000001,0.25480956,,0.114675045,0.16458541,0.17205457,,,0.04628272,,,,,,0.6953196999999999,0.094801985,,0.15894222,,,,,,,,,0.12726444,0.09494620599999999,,,0
chr7:108485271_108485372_-,0.025021797000000002,0.051160038,,0.059843287,,0.040653154,,0.036140814,0.030919758999999998,0.046396095,0.047677718,0.029754977999999998,0.018242743,0.03503074,0.035731927000000004,0.025499723999999998,0.023098774,0.04052394,0.03299119,0.03214799,0.025499723999999998,,0.035655674,0.03830387,,0.046396095,0.026275838,0.053495992,0.15850298,0.03961798,0.039616104,0.039537944,0.035655674,0.022545654,0.022415377,,,0.03201081,,0.03967861,0.042027228,0.03135506,0.039891485,0.03544625,,0.035524942000000004,0.041583993,0.036186058,,0.027318903999999998,0.04457111,,,0.047677718,0.025499723999999998,0.068203986,0.041583993,0.037485957,0.025499723999999998,0.057683904,0.047677718,0.054305304000000006,0.05797564,0.048884485,0.059014395,,0.04483928,0.043260314,0.027808853999999997,0.04457111,0.022545654,0.047677718,,0.063940346,0.020823946,0.0885751,0.09522846,0.0280993,0.047677718,,0.038494475,,0.047677718,0.052701414,,0.03274303,0.07048097,0.025742088,0.025499723999999998,0.03544625,0.072425865,0.03299119,0.064608485,0.036289312000000004,,0.023098774,0.046266012,,0.04776824599999999,0.042280402,0.03514889,0.02107805,0.041583993,,0.028194897000000003,,0.04108485,0.056511395,0.039891485,0.03299119,0.06296144,,0.0343735,,0.044376905999999994,0
chr2:120221458_120221559_-,0.11263030000000002,0.20687664,0.3025558,0.023854595,0.08125481,0.24638566,0.10189873,0.23356041,0.08137468,0.22777171,0.2333498,0.23356041,0.043273907,0.14426038,0.26916757,0.23380789,0.11499973,0.23356041,0.10723263,0.13003346,0.15020105,0.06655928,0.17519820000000003,0.035359117999999995,0.04477137,0.22635733,0.25339290000000003,0.24958524,0.03492555,0.22382881,0.20981814,0.17519820000000003,0.26305577,0.11499973,0.11467014,0.19855094,0.08274157,0.32521224,0.006428252,0.03683441,0.17590279999999997,0.08137468,0.22382881,0.23380789,0.06513593,0.235566,0.20819995,0.11208256,0.09134438,0.041016918,0.13851234,0.19855094,0.07480532,0.1489204,0.23380789,0.14745405,0.22777171,0.23305479,0.23380789,0.087774515,0.13914633,0.21739584,0.028072005,0.016297845,0.21128413,0.085599445,0.06716421,0.07942521,0.082780614,0.08568648,0.11499973,0.13851234,0.06673577,0.22617768,0.43898827,0.11651498,0.022918252000000004,0.041016918,0.13851234,0.089040935,0.22668953,0.095008045,0.1489204,0.16953924,0.014463057,0.041178938,0.1489204,0.24250157,0.23380789,0.23380789,0.23367468,0.07319156,0.22645693,0.15286670000000002,0.11333413,0.11499973,0.045411382,0.06740424,0.21506456,0.14968851,0.10242558,,0.22777171,0.03189795,0.09661569,0.061384987,0.18155214,0.2021612,0.22382881,0.097998686,0.22635733,0.19855094,0.23356041,0.024269326,0.10159489,0
chr1:201370368_201370469_-,,,,0.008540164,,0.00752331,,0.010117223,0.010815121,0.011394411,0.014053343999999999,0.009907405,0.008478109000000001,0.008245039000000001,0.0074624093,0.01299292,,0.008036049,,,0.013261738,,0.0080095,0.014390415,,0.011618025,,0.01795504,0.005942618,0.008528268,0.008441319000000001,0.010279414,0.008428174,,,,,0.008871700000000001,0.0036265412,0.012866423,0.013306498,0.0076883277,0.008626295,0.013261738,,0.010332443,,0.004265212,,0.0072559114000000004,0.018640595,,,0.017171854,0.012502803,0.01827117,0.011228328000000001,0.0055859876,0.013261738,0.010394444000000001,0.017171854,0.010232962,0.016877528,0.0049231084999999996,,,0.009049609,0.011221179,0.013520848,0.017299592,,0.017299592,,0.011781793999999998,0.0048281704,0.0076166024,,0.008115065,0.017299592,,,,0.017171854,,,0.029930577000000003,0.01731316,0.014137418,0.012502803,0.013261738,0.011569628,,0.0074464767,0.008036958,,,0.005008436,,0.008441319000000001,0.011561189,0.0059523326000000005,0.009533528000000001,0.011228328000000001,,0.01872749,,0.008451671,0.0067292969999999995,0.008626295,,0.0116305975,,0.010117223,,,0
chr22:50377230_50377331_+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013077854,,,,,,,,,,0.0133023225,,,,,,,,,,,,,,,,,,0.012638508,,,,,,,,0.013074199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
chr20:33278892_33278993_+,0.015783688,0.010775343,0.012594491000000001,0.008000303,0.011674317,0.008500594,0.009657853000000001,0.009908229000000001,0.0042169653,0.011674317,0.0077062730000000005,0.009038498,,0.015428233000000001,,0.008536389,0.015783688,0.009796486,0.0110089965,0.01541184,0.008791798,0.007743272,0.016831012,0.017145978,0.010349347,0.011674317,0.015783688,0.0067076776,,0.011235048999999999,0.010707887,0.016831012,0.017211206,0.015129193999999999,0.016128846000000002,,0.015620124499999999,0.017211206,,0.012887365,0.020495957,0.0046404977,0.0071885725,0.007999467,0.008790045,,0.011664136,0.006596436999999999,,,0.011126108999999999,,0.013335157,0.011117657,0.008536389,0.013120343000000001,0.011674317,0.010952228999999999,0.008791798,0.005794950300000001,0.010787895,0.01188991,0.016217664,,0.008580782,0.0091666905,0.012924547,,0.006711784,0.012017255,0.015129193999999999,0.011117657,0.011351151,0.009248611,0.01066962,0.007078764499999999,,,0.011126108999999999,0.01572957,0.009786491999999999,0.014610986999999999,0.011117657,0.018777806,,,0.011428121999999999,0.0068006804,0.011364768,0.008791798,0.008538446,0.013858458999999998,0.010593334,0.015428233000000001,0.014129843999999999,0.015783688,0.00734145,0.010634581,0.009204794,0.008576388,0.007124875,0.00830183,0.011664136,,0.010138486,,0.017568476,0.013769024,0.00863934,0.011137069,0.00831725,,0.009908229000000001,0.010687373,0.007967333,0
chr5:144158753_144158854_-,0.19908689,0.013962405,0.08110659,0.51168436,0.14287005,0.4397376,0.40949640000000004,0.30253533,0.49171492,0.18728194,0.45835683,0.3106284,0.3638137,0.20744582,0.34443152,0.62266344,0.19908689,0.5455541,0.18518159,0.21582745,0.62266344,0.021913111000000002,0.35034814,0.5280081,0.45511004,0.25192064,0.15166362,0.0915772,,0.2795154,0.3692966,0.35034814,0.3168488,0.14669822,0.17074592,0.10428145,0.1407342,0.23099615,0.5044466,0.5198037999999999,0.30617592,0.44786757,0.2888398,0.62266344,0.0783566,0.45568240000000004,0.08781321,0.121597126,0.11501489,0.3638137,0.25360775,0.09595912,0.39213282,0.25360775,0.62266344,0.52859604,0.21044521,0.30620164,0.62266344,0.49918756,0.25360775,0.21066889,,0.37650029999999995,0.008396454,0.40949640000000004,0.35634372,0.38054186,0.39229855,0.45388943,0.14669822,0.25360775,0.5540385999999999,0.6369302,0.7853419,0.13581108,0.50119954,0.3638137,0.25360775,0.32801056,0.43567120000000004,0.29518035,0.25360775,0.7018025,,0.5642928,0.5445335,0.6744899000000001,0.62266344,0.62266344,0.64090765,0.18248096,0.6369302,0.20744582,0.31671518,0.19908689,0.39652044,0.21827944,0.31763455,0.5569998,0.34428963,0.68221045,0.21044521,0.31750524,0.24247108,0.28925383,0.32929614,0.3623366,0.29624447,0.18518159,0.26861107,0.09011978,0.24930161,0.015241563,0.31347725,1
chr1:92956266_92956367_-,0.031980652000000005,0.056496035,,0.15152803,0.038919173,,0.0319337,0.04718241,0.048070595,0.04174205,0.037342567,0.03814639,,0.042705445999999994,0.076598,0.038857114,0.17426879999999997,0.04208438,0.035100475,0.037946943,0.038857114,,0.07065498,0.055957288,0.02016208,0.04174205,0.07830061,0.036460900000000004,0.02438496,0.033215858,0.1260012,0.07065498,0.09539208,0.045774482000000005,0.05043231,0.036181588,,0.25408295,,0.058321945,0.029702047000000002,0.048070595,0.039867256000000004,0.038211193,,0.043391325,0.03886502,,,,0.030835243,0.024306195,0.030321362999999997,0.030835243,0.038857114,0.030835243,0.04174205,0.04859463,0.038857114,0.21250796,0.023257146,0.03736006,0.20250745,,0.022432774,0.03198644,0.06141634,0.01841457,0.07126397,0.0314965,0.045774482000000005,0.030835243,0.028869504,0.04210338,0.0159811,0.03317269,,,0.030835243,,0.05781934,0.028098177000000002,0.030835243,0.0756091,0.23426999999999998,0.072780155,0.03167105,0.012553996000000001,0.038857114,0.038857114,0.037342567,0.035100475,0.042596105,0.041082903999999996,0.026257215,0.14113757,0.06330287,0.038877957000000005,0.06141634,0.05809923,0.04859463,0.04293368400000001,0.040213294,,0.13311563,,0.048195775999999996,0.14867386,0.039867256000000004,0.035100475,0.044688094000000005,0.034338586000000004,0.04718241,0.022135476,,0
chr10:28620185_28620286_+,0.47862574,0.54443896,0.31078914,0.5427907,0.45647871,0.53501874,0.46025598,0.6476124,0.67188835,0.53501874,0.5069815,0.53501874,0.44569108,0.45647871,0.53501874,0.5069815,0.47862574,0.6476124,0.37957329999999995,0.45647871,0.5069815,0.34233698,0.53501874,0.53501874,0.49522954,0.53501874,0.47573018,0.66792995,0.45652428,0.53501874,0.47202173,0.53501874,0.53501874,0.45647871,0.45647871,0.45647871,0.49875423,0.53501874,0.4713826,0.53501874,0.53501874,0.67188835,0.53501874,0.45116190000000006,0.3451216,0.53501874,0.54443896,0.5160969,0.6828556,0.44569108,0.50853395,0.45647871,0.46025598,0.5069815,0.5069815,0.49101025,0.53501874,0.53501874,0.5069815,0.5427907,0.5069815,0.4670669,0.5267246999999999,0.48574722,0.49952495,0.45941398,0.53501874,0.6476124,0.65614164,0.5069815,0.45647871,0.5069815,0.43931338,0.5734024999999999,0.31444007,0.5639194000000001,0.48574722,0.44569108,0.5069815,0.46619827,0.37510654,0.46025598,0.5069815,0.56691927,0.45540425,0.6703138000000001,0.21844743,,0.5069815,0.5069815,0.5734024999999999,0.37957329999999995,0.5729438,0.53501874,0.46025598,0.47862574,0.5235302,0.3451216,0.53501874,0.59933,0.53501874,0.64050007,0.53501874,0.729256,0.4682769,0.27476788,0.53501874,0.60126376,0.53501874,0.37957329999999995,0.45647871,0.45647871,0.53501874,0.38591078,0.63624054,1
chr17:47825817_47825918_-,,,,,,,,,,,0.09849489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10374433,,,0.09182424,,0.0846182,,,,,0.081863455,,,,,,,,,0.082039915,,0.09182424,,0.13836706,,,,,0.09182424,,,,0.09182424,,,,0.06997917,,,,0.13433228,,0.18015224,,,,,,,0.083538614,,,,,,,,,,,,,,,,0
chr4:70382554_70382655_+,0.071934246,0.14290859,0.053612605,0.054146732999999996,0.047507863,,0.045492303,0.038297503999999996,0.05503028,0.06967899999999999,0.06829139,0.077021696,0.030023143,0.06309841,,0.06834459,0.071934246,0.038508892,0.06008265,0.06335576,0.07601949,0.0034444192,0.11175649,,0.022448958999999997,0.06967899999999999,0.071934246,0.011433403,,,,0.11175649,0.10428172,0.06773628,0.06576919,0.07100816,0.05053638,0.10428172,,,0.10453784,0.038015608,,0.03916433,0.008491311,0.08726445599999999,0.20217268,,,0.028056331,0.0782341,0.071513526,0.23360056,0.07513858400000001,0.07012382,0.07513858400000001,0.06967899999999999,0.047354735,0.07012382,0.053110603,0.075761,0.070692025,,,0.14725313,0.05796968,,0.04136919,,0.042486854000000004,0.06773628,0.07532426,0.017995728,0.03814682,,0.085268006,,0.030023143,0.07532426,0.021486738999999998,0.044354588,0.03796089,0.07669386,0.053561155,,0.034333147,0.077070825,,0.08449072,0.06494098,0.04483379,0.05430778,0.043380577000000003,0.06900145,0.045492303,0.071934246,0.03646015,0.011987973999999998,,0.026365412,0.051857985999999995,,0.06967899999999999,0.0092962915,,0.025767172,0.07581126,,,,0.07967751,0.071513526,0.052132297,0.01758745,0.051052167999999995,0
chr1:155670238_155670339_-,,0.61908686,0.06251290400000001,,0.023986205,,0.22150782,0.01726634,,0.026478436,0.01088852,0.01995632,0.0441504,0.06646265,,0.010063345,,0.011350343,,,0.011035339,,0.007946929,0.012391993,0.012333607,0.026478436,,,0.07030896,0.016797,0.011461913,0.008523500500000001,0.00620275,,,,0.012127154,0.00440225,,0.017260093,0.020748697,0.01417747,0.018675463,0.011035339,0.06251290400000001,0.0046324520000000004,0.5398913000000001,,,0.045249198,0.013345814,0.0054188776,0.21314713,0.013183613,0.01078736,0.011790392,0.06635744,0.011925748,0.011035339,,0.013356077,0.019806227,0.014391842,0.007964157,0.6320756,0.21966679999999997,0.01837423,0.034544893,,0.013345814,,0.013345814,0.02422308,0.01088852,0.011991577,0.008761221999999999,0.012041373000000001,0.044871524,0.013345814,0.023175837,0.013075048,0.078920566,0.013183613,0.030058342999999998,0.23115303,0.013609565,0.013183613,,0.01078736,0.011035339,0.01088852,,0.010816336000000001,0.06635744,0.061886184000000004,,0.010736651000000002,0.054716602,0.01814656,0.01088852,0.010654511,0.021361716,0.16201702,0.03158267,,0.014230605,0.021166877999999997,0.009275117,0.018675463,,0.026478436,0.00933262,0.01726634,,,0
chr12:74541327_74541428_+,0.021563212999999998,0.020448415,0.06813029,0.033741746,0.02552564,0.07830187,0.02609343,0.017403057,0.0673685,0.020448415,0.064327136,0.020435624,0.02374113,0.020448415,0.022620922,0.03957851,0.021563212999999998,0.02176618,0.01756675,0.020448415,0.063159294,,0.020448415,0.040235497,0.019823056000000002,0.020448415,0.020932771,0.22652157,0.02029959,0.02069878,0.021064311000000002,0.020448415,0.020448415,0.021563212999999998,0.022180453,0.040795185,0.07205172,0.020448415,0.018720826,0.024099829,0.020448415,0.048583496,0.020435624,0.061130762000000005,0.05112578,0.020448415,0.020448415,0.023850742999999997,0.036807797999999996,0.02374113,0.08447062,0.040795185,,0.08447062,0.063159294,0.08268606,0.020448415,0.017403057,0.063159294,0.04854994,0.08447062,0.020448415,0.03249854,0.018934177,0.020448415,0.02609343,0.024099829,0.044319145,0.16383319,0.088745534,0.021563212999999998,0.08447062,0.046297934000000006,0.06389509,0.025542185,0.02272206,0.018793695,0.02374113,0.08447062,0.052853778,0.02005065,0.02649374,0.08447062,0.018641348999999998,0.02338541,0.047840346,0.08447062,0.090175666,0.06461152,0.061130762000000005,0.064327136,0.018602071,0.06389509,0.020448415,0.02649374,0.021563212999999998,0.019490207,0.05112578,0.02069878,0.06389509,0.019490207,0.049803134000000006,0.020448415,0.052853778,0.055417687,0.02386164,0.020448415,0.019437237,0.020435624,0.01756675,0.020448415,0.040795185,0.017403057,0.07299582,0.021274547999999997,1
chr12:53207160_53207261_-,0.0058408133,0.0052487464000000005,0.0068204523999999996,0.0045581944,0.0084251985,0.004824004000000001,0.004435361,0.0068691974,0.008096583000000001,0.006660493000000001,0.008053744,0.006660493000000001,0.006290799499999999,0.0069425297,0.012645151,0.0065740137,0.0058408133,0.0068691974,0.0069376887,0.005572886,0.00679172,0.00813326,0.0085684145,0.004988417,0.006484121,0.006660493000000001,0.00610206,0.007905144,0.00580846,0.0057551307,0.0053580767000000005,0.008628573,0.008282773,0.0058408133,0.0058408133,0.0096263215,0.009135922,0.009067415,0.007003653,0.005175891,0.0077897524,0.0078648655,0.0055919080000000005,0.00691797,0.0068204523999999996,0.018174352,0.008004232,0.012302513000000001,0.0051152264,0.0062021804,0.008461775,0.011529932,0.004435361,0.008053744,0.0065740137,0.008567628,0.006660493000000001,0.0068691974,0.0065740137,0.0078648655,0.008461775,0.008265678,0.0068933972999999996,0.007658681,0.004609528,0.004435361,0.0048964709999999995,0.016014444,0.008200814,0.008053744,0.0058408133,0.008053744,0.0071613169999999995,0.0048433472,0.006220744,0.007743913000000001,0.004412084,0.0062021804,0.008461775,0.00880236,0.010130789,0.0051933723,0.008053744,0.007473698399999999,,0.0064002513,0.008053744,0.008137899,0.0065740137,0.00691797,0.008053744,0.0069376887,0.0050409203000000005,0.006688338,0.0042960923,0.0058408133,0.007968699000000001,0.006860495,0.0057551307,0.00614483,0.007379190999999999,0.0075821234,0.006660493000000001,0.009871939,0.0070145684,0.005630345,0.008362696,0.007501486700000001,0.0055919080000000005,0.007167819399999999,0.0074710175,0.010412373,0.0068691974,0.009968015,0.008256462,0
chr12:53318164_53318265_-,,,,,,,,,,,0.011406427,,,,,,,0.013879569,,,,,,,,,,0.016761968000000002,,,,,,,,,,,,,,,,,,,,,,,0.0472391,,,0.018290259,,,,,,,0.051190535999999995,,,,,,,,,0.04710612,,0.048521798,,,,,,,0.048228487,,,,0.018290259,,,,0.021194376,,,,0.011406427,,,,,,,,,,,,,,,,,,,,,,,,,0
